Paragraph,Tasks
Start parsing a given text. This sets the parser’s stack to [] and sets its remaining text to tokens.,
An iterator that generates parse trees for the sentence.,
When possible this list is sorted from most likely to least likely.,
sent (list(str)) – The sentence to be parsed,
iter(Tree),
An iterator of the parses that have been found by this parser so far.,
iter(Tree),
"""Use production to combine the rightmost stack elements into a single Tree. If production does not match the rightmost stack elements, then do nothing.""",
"""The production used to reduce the stack, if a reduction was performed. If no reduction was performed, return None.""",
Production or None,
A list of the productions for which reductions are available for the current parser state.,
list(Production),
The portion of the text that is not yet covered by the stack.,
list(str),
Change the grammar used to parse texts.,
grammar (CFG) – The new grammar.,
"""Move a token from the beginning of the remaining text to the end of the stack. If there are no more tokens in the remaining text, then do nothing.""",Move token
True if the shift operation was successful.,
bool,
The parser’s stack.,
list(str and Tree),
"""Perform a single parsing operation. If a reduction is possible, then perform that reduction, and return the production that it is based on. Otherwise, if a shift is possible, then perform it, and return True. Otherwise, return False.""","Perform reduction, Return production"
False if no operation was performed; True if a shift was performed; and the CFG production used to reduce if a reduction was performed.,
Production or bool,
"""Return the parser to its state before the most recent shift or reduce operation. Calling undo repeatedly return the parser to successively earlier states. If no shift or reduce operations have been performed, undo will make no changes.""",Return parser
true if an operation was successfully undone.,
bool,
A demonstration of the shift-reduce parser.,
Bases: nltk.parse.api.ParserI,
Interface to the Stanford Parser,
"""Use StanfordParser to parse multiple sentences. Takes multiple sentences as a list where each sentence is a list of words. Each sentence will be automatically tagged with this StanfordParser instance’s tagger. If whitespaces exists inside a token, then the token will be treated as separate tokens.""",Use StanfordParser
sentences (list(list(str))) – Input sentences to parse,
iter(iter(Tree)),
"""Use StanfordParser to parse a sentence. Takes a sentence as a string; before parsing, it will be automatically tokenized and tagged by the Stanford Parser.""",Use StanfordParser
sentence (str) – Input sentence to parse,
iter(Tree),
Use StanfordParser to parse multiple sentences. Takes multiple sentences as a list of strings. Each sentence will be automatically tokenized and tagged by the Stanford Parser.,Use StanfordParser
sentences (list(str)) – Input sentences to parse,
iter(iter(Tree)),
"""Use StanfordParser to parse a sentence. Takes a sentence as a list of (word, tag) tuples; the sentence must have already been tokenized and tagged.""",Use StanfordParser
"""sentence (list(tuple(str, str))) – Input sentence to parse""",
iter(Tree),
"""Use StanfordParser to parse multiple sentences. Takes multiple sentences where each sentence is a list of (word, tag) tuples. The sentences must have already been tokenized and tagged.""",Use StanfordParser
"""sentences (list(list(tuple(str, str)))) – Input sentences to parse""",
iter(iter(Tree)),
Bases: nltk.parse.stanford.GenericStanfordParser,
Bases: nltk.parse.stanford.GenericStanfordParser,
Currently unimplemented because the neural dependency parser (and the StanfordCoreNLP pipeline class) doesn’t support passing in pre- tagged tokens.,
Bases: nltk.parse.stanford.GenericStanfordParser,
Bases: object,
Class for holding configuration which is the partial analysis of the input sentence. The transition based parser aims at finding set of operators that transfer the initial configuration to the terminal configuration.,
Stack: for storing partially proceeded words,
Buffer: for storing remaining input words,
Set of arcs: for storing partially built dependency tree,
This class also provides a method to represent a configuration as list of features.,
"""Extract the set of features for the current configuration. Implement standard features as describe in Table 3.2 (page 31) in Dependency Parsing book by Sandra Kubler, Ryan McDonal, Joakim Nivre. Please note that these features are very basic. :return: list(str)""","Extract features, Implement features"
Bases: object,
"""This class defines a set of transition which is applied to a configuration to get another configuration Note that for different parsing algorithm, the transition is different.""",
is the current configuration,
:return : A new configuration or -1 if the pre-condition is not satisfied,
is the current configuration,
:return : A new configuration or -1 if the pre-condition is not satisfied,
is the current configuration,
:return : A new configuration or -1 if the pre-condition is not satisfied,
is the current configuration,
:return : A new configuration or -1 if the pre-condition is not satisfied,
Bases: nltk.parse.api.ParserI,
Class for transition based parser. Implement 2 algorithms which are “arc-standard” and “arc-eager”,
"""depgraphs (list(DependencyGraph)) – the list of test sentence, each sentence is represented as a dependency graph where the ‘head’ information is dummy""",
modelfile (str) – the model file,
list (DependencyGraph) with the ‘head’ and ‘rel’ information,
:param depgraphs : list of DependencyGraph as the training data :type depgraphs : DependencyGraph :param modelfile : file name to save the trained model :type modelfile : str,
###################### Check the Initial Feature ########################,
"""###################### Check The Transition ####################### Check the Initialized Configuration >>> print(conf) Stack : [0] Buffer : [1, 2, 3, 4, 5, 6, 7, 8, 9] Arcs : []""",
Do some transition checks for ARC-STANDARD,
"""Middle Configuration and Features Check >>> print(conf) Stack : [0, 3, 5, 6] Buffer : [8, 9] Arcs : [(2, ‘ATT’, 1), (3, ‘SBJ’, 2), (5, ‘ATT’, 4), (8, ‘ATT’, 7)]""",
"""Terminated Configuration Check >>> print(conf) Stack : [0] Buffer : [] Arcs : [(2, ‘ATT’, 1), (3, ‘SBJ’, 2), (5, ‘ATT’, 4), (8, ‘ATT’, 7), (6, ‘PC’, 8), (5, ‘ATT’, 6), (3, ‘OBJ’, 5), (3, ‘PU’, 9), (0, ‘ROOT’, 3)]""",
Do some transition checks for ARC-EAGER,
###################### Check The Training Function #######################,
"""A. Check the ARC-STANDARD training >>> import tempfile >>> import os >>> input_file = tempfile.NamedTemporaryFile(prefix=’transition_parse.train’, dir=tempfile.gettempdir(), delete=False)""",
Check the ARC-EAGER training,
###################### Check The Parsing Function ########################,
Check the ARC-STANDARD parser,
"""B. Check the ARC-EAGER parser >>> result = parser_eager.parse([gold_sent], ‘temp.arceager.model’) >>> de = DependencyEvaluator(result, [gold_sent]) >>> de.eval() >= (0, 0) True""",
Remove test temporary files >>> remove(‘temp.arceager.model’) >>> remove(‘temp.arcstd.model’),Remove test files
Note that result is very poor because of only one training example.,
Utility functions for parsers.,
Bases: object,
Unit tests for CFG.,
grammatical (accept) and,
ungrammatical (reject).,
"""If a sentence should parse accordng to the grammar, the value of trees will be a non-empty list. If a sentence should be rejected according to the grammar, then the value of trees will be None.""",
Parses a string with one test sentence per line. Lines can optionally begin with:,
"""a bool, saying if the sentence is grammatical or not, or""",
"""an int, giving the number of parse trees is should have,""",
"""The result information is followed by a colon, and then the sentence. Empty lines and lines beginning with a comment char are ignored.""",
"""a list of tuple of sentences and expected results, where a sentence is a list of str, and a result is None, or bool, or int""",
comment_chars – str of possible comment characters.,
"""encoding – the encoding of the string, if it is binary""",
"""Load a grammar from a file, and build a parser based on that grammar. The parser depends on the grammar format, and might also depend on properties of the grammar itself.""",Build parser
cfg' (CFGs: CFG),
pcfg' (probabilistic CFGs: PCFG),
fcfg' (feature-based CFGs: FeatureGrammar),
"""grammar_url (str) – A URL specifying where the grammar is located. The default protocol is """"nltk:"""", which searches for the file in the the NLTK data package.""",
trace (int) – The level of tracing that should be used when parsing a text. 0 will generate no tracing output; and higher numbers will produce more verbose tracing output.,
"""parser – The class used for parsing; should be ChartParser or a subclass. If None, the class depends on the grammar format.""",
"""chart_class – The class used for storing the chart; should be Chart or a subclass. Only used for CFGs and feature CFGs. If None, the chart class depends on the grammar format.""",
beam_size (int) – The maximum length for the parser’s edge queue. Only used for probabilistic CFGs.,
load_args – Keyword parameters used when loading the grammar. See data.load for more information.,
A module to convert a single POS tagged sentence into CONLL format.,
"""sentence (list(tuple(str, str))) – A single input sentence to parse""",
iter(str),
a generator yielding a single sentence in CONLL format.,
"""A module to convert the a POS tagged document stream (i.e. list of list of tuples, a list of sentences) and yield lines in CONLL format. This module yields one line per word and two newlines for end of sentence.""",
sentences – Input sentences to parse,
iter(str),
a generator yielding sentences in CONLL format.,
Bases: nltk.parse.api.ParserI,
"""A bottom-up PCFG parser that uses dynamic programming to find the single most likely parse for a text. The ViterbiParser parser parses texts by filling in a “most likely constituent table”. This table records the most probable tree representation for any given span and node value. In particular, it has an entry for every start index, end index, and node value, recording the most likely subtree that spans from the start index to the end index, and has the given node value.""",
"""The ViterbiParser parser fills in this table incrementally. It starts by filling in all entries for constituents that span one element of text (i.e., entries where the end index is one greater than the start index). After it has filled in all table entries for constituents that span one element of text, it fills in the entries for constitutants that span two elements of text. It continues filling in the entries for constituents spanning larger and larger portions of the text, until the entire table has been filled. Finally, it returns the table entry for a constituent spanning the entire text, whose node value is the grammar’s start symbol.""",
"""In order to find the most likely constituent with a given span and node value, the ViterbiParser parser considers all productions that could produce that node value. For each production, it finds all children that collectively cover the span and have the node values specified by the production’s right hand side. If the probability of the tree formed by applying the production to the children is greater than the probability of the current entry in the table, then the table is updated with this new tree.""",
A pseudo-code description of the algorithm used by ViterbiParser is:,
_grammar – The grammar used to parse sentences.,
_trace – The level of tracing output that should be generated when parsing a text.,
The grammar used by this parser.,
An iterator that generates parse trees for the sentence.,
When possible this list is sorted from most likely to least likely.,
sent (list(str)) – The sentence to be parsed,
iter(Tree),
Set the level of tracing output that should be generated when parsing a text.,Set tracing level
trace (int) – The trace level. A trace level of 0 will generate no tracing output; and higher trace levels will produce more verbose tracing output.,
None,
"""A demonstration of the probabilistic parsers. The user is prompted to select which demo to run, and how many parses should be found; and then each parser is run on the same demo, and a summary of the results are displayed.""",
NLTK Parsers,
"""Classes and interfaces for producing tree structures that represent the internal organization of a text. This task is known as “parsing” the text, and the resulting tree structures are called the text’s “parses”. Typically, the text is a single sentence, and the tree structure represents the syntactic structure of the sentence. However, parsers can also be used in other domains. For example, parsers can be used to derive the morphological structure of the morphemes that make up a word, or to derive the discourse structure for a set of utterances.""",
"""Sometimes, a single piece of text can be represented by more than one tree structure. Texts represented by more than one tree structure are called “ambiguous” texts. Note that there are actually two ways in which a text can be ambiguous:""",
The text has multiple correct parses.,
There is not enough information to decide which of several candidate parses is correct.,
"""However, the parser module does not distinguish these two types of ambiguity.""",
"""The parser module defines ParserI, a standard interface for parsing texts; and two simple implementations of that interface, ShiftReduceParser and RecursiveDescentParser. It also contains three sub-modules for specialized kinds of parsing:""",
"""nltk.parser.chart defines chart parsing, which uses dynamic programming to efficiently parse texts.""",
"""nltk.parser.probabilistic defines probabilistic parsing, which associates a probability with each parse.""",
