Example,Page,Class,Function,Source File
bllipparser.RerankingParser.RerankingParser.load_reranker_model(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
apply(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,AbstractChartRule,apply,nltk\nltk\parse\chart.py
"chart.select(is_complete=True, start=0)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Chart,select,nltk\nltk\parse\chart.py
e.span()==span,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.start()==start,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.end()==end,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.length()==length,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.lhs()==lhs,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.rhs()==rhs,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.nextsym()==nextsym,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.dot()==dot,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.is_complete()==is_complete,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
e.is_incomplete()==is_incomplete,https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
tokens[self.start():self.end()],https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
"(s, e)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
"(start,end)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
"(index,index)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
"(rtext, tree, frontier)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
"(stack, remaining_text)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> dep_parser = CoreNLPDependencyParser(url='http://localhost:9000')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,CoreNLPDependencyParser,__init__,nltk\nltk\parse\corenlp.py
">>> parse, = dep_parser.raw_parse(
...     'The quick brown fox jumps over the lazy dog.'
... )
>>> print(parse.to_conll(4))  
The     DT      4       det
quick   JJ      4       amod
brown   JJ      4       amod
fox     NN      5       nsubj
jumps   VBZ     0       ROOT
over    IN      9       case
the     DT      9       det
lazy    JJ      9       amod
dog     NN      5       nmod
.       .       5       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> parse, = dep_parser.raw_parse(
...     'The quick brown fox jumps over the lazy dog.'
... )
>>> print(parse.to_conll(4))  
The     DT      4       det
quick   JJ      4       amod
brown   JJ      4       amod
fox     NN      5       nsubj
jumps   VBZ     0       ROOT
over    IN      9       case
the     DT      9       det
lazy    JJ      9       amod
dog     NN      5       nmod
.       .       5       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> print(parse.tree())  
(jumps (fox The quick brown) (dog over the lazy) .)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> for governor, dep, dependent in parse.triples():
...     print(governor, dep, dependent)  
    ('jumps', 'VBZ') nsubj ('fox', 'NN')
    ('fox', 'NN') det ('The', 'DT')
    ('fox', 'NN') amod ('quick', 'JJ')
    ('fox', 'NN') amod ('brown', 'JJ')
    ('jumps', 'VBZ') nmod ('dog', 'NN')
    ('dog', 'NN') case ('over', 'IN')
    ('dog', 'NN') det ('the', 'DT')
    ('dog', 'NN') amod ('lazy', 'JJ')
    ('jumps', 'VBZ') punct ('.', '.')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> (parse_fox, ), (parse_dog, ) = dep_parser.raw_parse_sents(
...     [
...         'The quick brown fox jumps over the lazy dog.',
...         'The quick grey wolf jumps over the lazy fox.',
...     ]
... )
>>> print(parse_fox.to_conll(4))  
The DT      4       det
quick       JJ      4       amod
brown       JJ      4       amod
fox NN      5       nsubj
jumps       VBZ     0       ROOT
over        IN      9       case
the DT      9       det
lazy        JJ      9       amod
dog NN      5       nmod
.   .       5       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse_sents,nltk\nltk\parse\corenlp.py
">>> (parse_fox, ), (parse_dog, ) = dep_parser.raw_parse_sents(
...     [
...         'The quick brown fox jumps over the lazy dog.',
...         'The quick grey wolf jumps over the lazy fox.',
...     ]
... )
>>> print(parse_fox.to_conll(4))  
The DT      4       det
quick       JJ      4       amod
brown       JJ      4       amod
fox NN      5       nsubj
jumps       VBZ     0       ROOT
over        IN      9       case
the DT      9       det
lazy        JJ      9       amod
dog NN      5       nmod
.   .       5       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> print(parse_dog.to_conll(4))  
The DT      4       det
quick       JJ      4       amod
grey        JJ      4       amod
wolf        NN      5       nsubj
jumps       VBZ     0       ROOT
over        IN      9       case
the DT      9       det
lazy        JJ      9       amod
fox NN      5       nmod
.   .       5       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> (parse_dog, ), (parse_friends, ) = dep_parser.parse_sents(
...     [
...         ""I 'm a dog"".split(),
...         ""This is my friends ' cat ( the tabby )"".split(),
...     ]
... )
>>> print(parse_dog.to_conll(4))  
I   PRP     4       nsubj
'm  VBP     4       cop
a   DT      4       det
dog NN      0       ROOT
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ParserI,parse_sents,nltk\nltk\parse\api.py
">>> (parse_dog, ), (parse_friends, ) = dep_parser.parse_sents(
...     [
...         ""I 'm a dog"".split(),
...         ""This is my friends ' cat ( the tabby )"".split(),
...     ]
... )
>>> print(parse_dog.to_conll(4))  
I   PRP     4       nsubj
'm  VBP     4       cop
a   DT      4       det
dog NN      0       ROOT
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> print(parse_friends.to_conll(4))  
This        DT      6       nsubj
is  VBZ     6       cop
my  PRP$    4       nmod:poss
friends     NNS     6       nmod:poss
'   POS     4       case
cat NN      0       ROOT
-LRB-       -LRB-   9       punct
the DT      9       det
tabby       NN      6       appos
-RRB-       -RRB-   9       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> parse_john, parse_mary, = dep_parser.parse_text(
...     'John loves Mary. Mary walks.'
... )
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,parse_text,nltk\nltk\parse\corenlp.py
">>> print(parse_john.to_conll(4))  
John        NNP     2       nsubj
loves       VBZ     0       ROOT
Mary        NNP     2       dobj
.   .       2       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> print(parse_mary.to_conll(4))  
Mary        NNP     2       nsubj
walks       VBZ     0       ROOT
.   .       2       punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> len(
...     next(
...         dep_parser.raw_parse(
...             'Anhalt said children typically treat a 20-ounce soda bottle as one '
...             'serving, while it actually contains 2 1/2 servings.'
...         )
...     ).nodes
... )
21
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> len(
...     next(
...         dep_parser.raw_parse('This is not going to crash: 01 111 555.')
...     ).nodes
... )
10
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> print(
...     next(
...         dep_parser.raw_parse('The underscore _ should not simply disappear.')
...     ).to_conll(4)
... )  
The         DT  3   det
underscore  VBP 3   amod
_           NN  7   nsubj
should      MD  7   aux
not         RB  7   neg
simply      RB  7   advmod
disappear   VB  0   ROOT
.           .   7   punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> print(
...     next(
...         dep_parser.raw_parse('The underscore _ should not simply disappear.')
...     ).to_conll(4)
... )  
The         DT  3   det
underscore  VBP 3   amod
_           NN  7   nsubj
should      MD  7   aux
not         RB  7   neg
simply      RB  7   advmod
disappear   VB  0   ROOT
.           .   7   punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> print(
...     '\n'.join(
...         next(
...             dep_parser.raw_parse(
...                 'for all of its insights into the dream world of teen life , and its electronic expression through '
...                 'cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 '
...                 '1/2-hour running time .'
...             )
...         ).to_conll(4).split('\n')[-8:]
...     )
... )
its PRP$    40      nmod:poss
2 1/2       CD      40      nummod
-   :       40      punct
hour        NN      31      nmod
running     VBG     42      amod
time        NN      40      dep
.   .       24      punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> print(
...     '\n'.join(
...         next(
...             dep_parser.raw_parse(
...                 'for all of its insights into the dream world of teen life , and its electronic expression through '
...                 'cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 '
...                 '1/2-hour running time .'
...             )
...         ).to_conll(4).split('\n')[-8:]
...     )
... )
its PRP$    40      nmod:poss
2 1/2       CD      40      nummod
-   :       40      punct
hour        NN      31      nmod
running     VBG     42      amod
time        NN      40      dep
.   .       24      punct
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_conll,nltk\nltk\parse\dependencygraph.py
">>> parser = CoreNLPParser(url='http://localhost:9000')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,CoreNLPParser,__init__,nltk\nltk\parse\corenlp.py
">>> next(
...     parser.raw_parse('The quick brown fox jumps over the lazy dog.')
... ).pretty_print()  
                     ROOT
                      |
                      S
       _______________|__________________________
      |                         VP               |
      |                _________|___             |
      |               |             PP           |
      |               |     ________|___         |
      NP              |    |            NP       |
  ____|__________     |    |     _______|____    |
 DT   JJ    JJ   NN  VBZ   IN   DT      JJ   NN  .
 |    |     |    |    |    |    |       |    |   |
The quick brown fox jumps over the     lazy dog  .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> (parse_fox, ), (parse_wolf, ) = parser.raw_parse_sents(
...     [
...         'The quick brown fox jumps over the lazy dog.',
...         'The quick grey wolf jumps over the lazy fox.',
...     ]
... )
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse_sents,nltk\nltk\parse\corenlp.py
">>> parse_fox.pretty_print()  
                     ROOT
                      |
                      S
       _______________|__________________________
      |                         VP               |
      |                _________|___             |
      |               |             PP           |
      |               |     ________|___         |
      NP              |    |            NP       |
  ____|__________     |    |     _______|____    |
 DT   JJ    JJ   NN  VBZ   IN   DT      JJ   NN  .
 |    |     |    |    |    |    |       |    |   |
The quick brown fox jumps over the     lazy dog  .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> parse_wolf.pretty_print()  
                     ROOT
                      |
                      S
       _______________|__________________________
      |                         VP               |
      |                _________|___             |
      |               |             PP           |
      |               |     ________|___         |
      NP              |    |            NP       |
  ____|_________      |    |     _______|____    |
 DT   JJ   JJ   NN   VBZ   IN   DT      JJ   NN  .
 |    |    |    |     |    |    |       |    |   |
The quick grey wolf jumps over the     lazy fox  .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> (parse_dog, ), (parse_friends, ) = parser.parse_sents(
...     [
...         ""I 'm a dog"".split(),
...         ""This is my friends ' cat ( the tabby )"".split(),
...     ]
... )
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,parse_sents,nltk\nltk\parse\corenlp.py
">>> parse_dog.pretty_print()  
        ROOT
         |
         S
  _______|____
 |            VP
 |    ________|___
 NP  |            NP
 |   |         ___|___
PRP VBP       DT      NN
 |   |        |       |
 I   'm       a      dog
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> parse_friends.pretty_print()  
     ROOT
      |
      S
  ____|___________
 |                VP
 |     ___________|_____________
 |    |                         NP
 |    |                  _______|_________
 |    |                 NP               PRN
 |    |            _____|_______      ____|______________
 NP   |           NP            |    |        NP         |
 |    |     ______|_________    |    |     ___|____      |
 DT  VBZ  PRP$   NNS       POS  NN -LRB-  DT       NN  -RRB-
 |    |    |      |         |   |    |    |        |     |
This  is   my  friends      '  cat -LRB- the     tabby -RRB-
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> parse_john, parse_mary, = parser.parse_text(
...     'John loves Mary. Mary walks.'
... )
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,parse_text,nltk\nltk\parse\corenlp.py
">>> parse_john.pretty_print()  
      ROOT
       |
       S
  _____|_____________
 |          VP       |
 |      ____|___     |
 NP    |        NP   |
 |     |        |    |
NNP   VBZ      NNP   .
 |     |        |    |
John loves     Mary  .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> parse_mary.pretty_print()  
      ROOT
       |
       S
  _____|____
 NP    VP   |
 |     |    |
NNP   VBZ   .
 |     |    |
Mary walks  .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> next(
...     parser.raw_parse(
...         'NASIRIYA, Iraq—Iraqi doctors who treated former prisoner of war '
...         'Jessica Lynch have angrily dismissed claims made in her biography '
...         'that she was raped by her Iraqi captors.'
...     )
... ).height()
20
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> next(
...     parser.raw_parse(
...         ""The broader Standard & Poor's 500 Index <.SPX> was 0.46 points lower, or ""
...         '0.05 percent, at 997.02.'
...     )
... ).height()
9
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,raw_parse,nltk\nltk\parse\corenlp.py
">>> parser = CoreNLPParser(url='http://localhost:9000', tagtype='ner')
>>> tokens = 'Rami Eid is studying at Stony Brook University in NY'.split()
>>> parser.tag(tokens)
[('Rami', 'PERSON'), ('Eid', 'PERSON'), ('is', 'O'), ('studying', 'O'), ('at', 'O'), ('Stony', 'ORGANIZATION'),
('Brook', 'ORGANIZATION'), ('University', 'ORGANIZATION'), ('in', 'O'), ('NY', 'O')]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,CoreNLPParser,__init__,nltk\nltk\parse\corenlp.py
">>> parser = CoreNLPParser(url='http://localhost:9000', tagtype='ner')
>>> tokens = 'Rami Eid is studying at Stony Brook University in NY'.split()
>>> parser.tag(tokens)
[('Rami', 'PERSON'), ('Eid', 'PERSON'), ('is', 'O'), ('studying', 'O'), ('at', 'O'), ('Stony', 'ORGANIZATION'),
('Brook', 'ORGANIZATION'), ('University', 'ORGANIZATION'), ('in', 'O'), ('NY', 'O')]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,tag,nltk\nltk\parse\corenlp.py
">>> parser = CoreNLPParser(url='http://localhost:9000', tagtype='pos')
>>> tokens = ""What is the airspeed of an unladen swallow ?"".split()
>>> parser.tag(tokens)
[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'),
('airspeed', 'NN'), ('of', 'IN'), ('an', 'DT'),
('unladen', 'JJ'), ('swallow', 'VB'), ('?', '.')]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,CoreNLPParser,__init__,nltk\nltk\parse\corenlp.py
">>> parser = CoreNLPParser(url='http://localhost:9000', tagtype='pos')
>>> tokens = ""What is the airspeed of an unladen swallow ?"".split()
>>> parser.tag(tokens)
[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'),
('airspeed', 'NN'), ('of', 'IN'), ('an', 'DT'),
('unladen', 'JJ'), ('swallow', 'VB'), ('?', '.')]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,tag,nltk\nltk\parse\corenlp.py
">>> text = 'Good muffins cost $3.88\nin New York.  Please buy me\ntwo of them.\nThanks.'
>>> list(parser.tokenize(text))
['Good', 'muffins', 'cost', '$', '3.88', 'in', 'New', 'York', '.', 'Please', 'buy', 'me', 'two', 'of', 'them', '.', 'Thanks', '.']
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,tokenize,nltk\nltk\parse\corenlp.py
">>> s = ""The colour of the wall is blue.""
>>> list(
...     parser.tokenize(
...         'The colour of the wall is blue.',
...             properties={'tokenize.options': 'americanize=true'},
...     )
... )
['The', 'color', 'of', 'the', 'wall', 'is', 'blue', '.']
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericCoreNLPParser,tokenize,nltk\nltk\parse\corenlp.py
">>> dg = DependencyGraph(treebank_data)
>>> dg.contains_cycle()
False
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> cyclic_dg = DependencyGraph()
>>> top = {'word': None, 'deps': [1], 'rel': 'TOP', 'address': 0}
>>> child1 = {'word': None, 'deps': [2], 'rel': 'NTOP', 'address': 1}
>>> child2 = {'word': None, 'deps': [4], 'rel': 'NTOP', 'address': 2}
>>> child3 = {'word': None, 'deps': [1], 'rel': 'NTOP', 'address': 3}
>>> child4 = {'word': None, 'deps': [3], 'rel': 'NTOP', 'address': 4}
>>> cyclic_dg.nodes = {
...     0: top,
...     1: child1,
...     2: child2,
...     3: child3,
...     4: child4,
... }
>>> cyclic_dg.root = top
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> cyclic_dg.contains_cycle()
[3, 1, 2, 4]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,contains_cycle,nltk\nltk\parse\dependencygraph.py
">>> dg = DependencyGraph(
...     'John N 2\n'
...     'loves V 0\n'
...     'Mary N 2'
... )
>>> print(dg.to_dot())
digraph G{
edge [dir=forward]
node [shape=plaintext]

0 [label=""0 (None)""]
0 -> 2 [label=""ROOT""]
1 [label=""1 (John)""]
2 [label=""2 (loves)""]
2 -> 1 [label=""""]
2 -> 3 [label=""""]
3 [label=""3 (Mary)""]
}
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> dg = DependencyGraph(
...     'John N 2\n'
...     'loves V 0\n'
...     'Mary N 2'
... )
>>> print(dg.to_dot())
digraph G{
edge [dir=forward]
node [shape=plaintext]

0 [label=""0 (None)""]
0 -> 2 [label=""ROOT""]
1 [label=""1 (John)""]
2 [label=""2 (loves)""]
2 -> 1 [label=""""]
2 -> 3 [label=""""]
3 [label=""3 (Mary)""]
}
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,to_dot,nltk\nltk\parse\dependencygraph.py
">>> gold_sent = DependencyGraph(""""""
... Pierre  NNP     2       NMOD
... Vinken  NNP     8       SUB
... ,       ,       2       P
... 61      CD      5       NMOD
... years   NNS     6       AMOD
... old     JJ      2       NMOD
... ,       ,       2       P
... will    MD      0       ROOT
... join    VB      8       VC
... the     DT      11      NMOD
... board   NN      9       OBJ
... as      IN      9       VMOD
... a       DT      15      NMOD
... nonexecutive    JJ      15      NMOD
... director        NN      12      PMOD
... Nov.    NNP     9       VMOD
... 29      CD      16      NMOD
... .       .       9       VMOD
... """""")
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> parsed_sent = DependencyGraph(""""""
... Pierre  NNP     8       NMOD
... Vinken  NNP     1       SUB
... ,       ,       3       P
... 61      CD      6       NMOD
... years   NNS     6       AMOD
... old     JJ      2       NMOD
... ,       ,       3       AMOD
... will    MD      0       ROOT
... join    VB      8       VC
... the     DT      11      AMOD
... board   NN      9       OBJECT
... as      IN      9       NMOD
... a       DT      15      NMOD
... nonexecutive    JJ      15      NMOD
... director        NN      12      PMOD
... Nov.    NNP     9       VMOD
... 29      CD      16      NMOD
... .       .       9       VMOD
... """""")
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> de = DependencyEvaluator([parsed_sent],[gold_sent])
>>> las, uas = de.eval()
>>> las
0.6...
>>> uas
0.8...
>>> abs(uas - 0.8) < 0.00001
True
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyEvaluator,__init__,nltk\nltk\parse\evaluate.py
">>> de = DependencyEvaluator([parsed_sent],[gold_sent])
>>> las, uas = de.eval()
>>> las
0.6...
>>> uas
0.8...
>>> abs(uas - 0.8) < 0.00001
True
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyEvaluator,eval,nltk\nltk\parse\evaluate.py
">>> from nltk.parse import malt
>>> # With MALT_PARSER and MALT_MODEL environment set.
>>> mp = malt.MaltParser('maltparser-1.7.2', 'engmalt.linear-1.7.mco') 
>>> mp.parse_one('I shot an elephant in my pajamas .'.split()).tree() 
(shot I (elephant an) (in (pajamas my)) .)
>>> # Without MALT_PARSER and MALT_MODEL environment.
>>> mp = malt.MaltParser('/home/user/maltparser-1.7.2/', '/home/user/engmalt.linear-1.7.mco') 
>>> mp.parse_one('I shot an elephant in my pajamas .'.split()).tree() 
(shot I (elephant an) (in (pajamas my)) .)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,MaltParser,__init__,nltk\nltk\parse\malt.py
">>> from nltk.parse import malt
>>> # With MALT_PARSER and MALT_MODEL environment set.
>>> mp = malt.MaltParser('maltparser-1.7.2', 'engmalt.linear-1.7.mco') 
>>> mp.parse_one('I shot an elephant in my pajamas .'.split()).tree() 
(shot I (elephant an) (in (pajamas my)) .)
>>> # Without MALT_PARSER and MALT_MODEL environment.
>>> mp = malt.MaltParser('/home/user/maltparser-1.7.2/', '/home/user/engmalt.linear-1.7.mco') 
>>> mp.parse_one('I shot an elephant in my pajamas .'.split()).tree() 
(shot I (elephant an) (in (pajamas my)) .)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ParserI,parse_one,nltk\nltk\parse\api.py
">>> graphs = [DependencyGraph(entry) for entry in conll_data2.split('\n\n') if entry]
>>> npp = ProbabilisticNonprojectiveParser()
>>> npp.train(graphs, NaiveBayesDependencyScorer())
>>> parses = npp.parse(['Cathy', 'zag', 'hen', 'zwaaien', '.'], ['N', 'V', 'Pron', 'Adj', 'N', 'Punc'])
>>> len(list(parses))
1
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ProbabilisticNonprojectiveParser,__init__,nltk\nltk\parse\nonprojectivedependencyparser.py
">>> class Scorer(DependencyScorerI):
...     def train(self, graphs):
...         pass
...
...     def score(self, graph):
...         return [
...             [[], [5],  [1],  [1]],
...             [[], [],   [11], [4]],
...             [[], [10], [],   [5]],
...             [[], [8],  [8],  []],
...         ]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> npp = ProbabilisticNonprojectiveParser()
>>> npp.train([], Scorer())
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ProbabilisticNonprojectiveParser,train,nltk\nltk\parse\nonprojectivedependencyparser.py
">>> parses = npp.parse(['v1', 'v2', 'v3'], [None, None, None])
>>> len(list(parses))
1
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ProbabilisticNonprojectiveParser,parse,nltk\nltk\parse\nonprojectivedependencyparser.py
">>> grammar = DependencyGrammar.fromstring('''
... 'taught' -> 'play' | 'man'
... 'man' -> 'the' | 'in'
... 'in' -> 'corner'
... 'corner' -> 'the'
... 'play' -> 'golf' | 'dachshund' | 'to'
... 'dachshund' -> 'his'
... ''')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGrammar,fromstring,nltk\nltk\twitter\grammar.py
">>> ndp = NonprojectiveDependencyParser(grammar)
>>> parses = ndp.parse(['the', 'man', 'in', 'the', 'corner', 'taught', 'his', 'dachshund', 'to', 'play', 'golf'])
>>> len(list(parses))
4
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,NonprojectiveDependencyParser,__init__,nltk\nltk\parse\nonprojectivedependencyparser.py
">>> graphs = [
... DependencyGraph(entry) for entry in conll_data2.split('\n\n') if entry
... ]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> ppdp = ProbabilisticProjectiveDependencyParser()
>>> ppdp.train(graphs)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ProbabilisticProjectiveParser,train,nltk\nltk\parse\projectivedependencyparser.py
">>> sent = ['Cathy', 'zag', 'hen', 'wild', 'zwaaien', '.']
>>> list(ppdp.parse(sent))
[Tree('zag', ['Cathy', 'hen', Tree('zwaaien', ['wild', '.'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,ProbabilisticProjectiveParser,parse,nltk\nltk\parse\projectivedependencyparser.py
"[(NP: (Det: 'the') (N: 'dog')), (V: 'saw')]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> dep_parser=StanfordDependencyParser(
...     model_path=""edu/stanford/nlp/models/lexparser/englishPCFG.ser.gz""
... )
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,StanfordDependencyParser,__init__,nltk\nltk\parse\stanford.py
