Example,Signature,Extracted,Linked
read(name),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('OpenOnDemandZipFile.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['name'], 'opt_args': []})"", ""('OpenOnDemandZipFile.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['name'], 'opt_args': []})"", ""('OpenOnDemandZipFile.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['name'], 'opt_args': []})"", ""('OpenOnDemandZipFile.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['name'], 'opt_args': []})""]",[]
"write(*args, **kwargs)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
"writestr(*args, **kwargs)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
abstract file_size(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
abstract join(fileid),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('PathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('FileSystemPathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('ZipFilePathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []})]"", ""[('PathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('FileSystemPathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('ZipFilePathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []})]"", ""[('PathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('FileSystemPathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('ZipFilePathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []})]"", ""[('PathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('FileSystemPathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []}), ('ZipFilePathPointer.join', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['fileid'], 'opt_args': []})]""]",[]
abstract open(encoding=None),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('PathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('FileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('GzipFileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('ZipFilePathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']})]"", ""[('PathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('FileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('GzipFileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('ZipFilePathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']})]"", ""[('PathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('FileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('GzipFileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('ZipFilePathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']})]"", ""[('PathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('FileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('GzipFileSystemPathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']}), ('ZipFilePathPointer.open', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['encoding']})]""]",[]
"class nltk.data.SeekableUnicodeStreamReader(stream, encoding, errors='strict')","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('SeekableUnicodeStreamReader.__init__', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['encoding', 'stream'], 'opt_args': ['errors']})"", ""('SeekableUnicodeStreamReader.__init__', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['encoding', 'stream'], 'opt_args': ['errors']})"", ""('SeekableUnicodeStreamReader.__init__', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['encoding', 'stream'], 'opt_args': ['errors']})"", ""('SeekableUnicodeStreamReader.__init__', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['encoding', 'stream'], 'opt_args': ['errors']})""]",[]
char_seek_forward(offset),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('SeekableUnicodeStreamReader.char_seek_forward', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': []})"", ""('SeekableUnicodeStreamReader.char_seek_forward', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': []})"", ""('SeekableUnicodeStreamReader.char_seek_forward', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': []})"", ""('SeekableUnicodeStreamReader.char_seek_forward', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': []})""]",[]
close(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
discard_line(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
next(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
read(size=None),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('SeekableUnicodeStreamReader.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})"", ""('SeekableUnicodeStreamReader.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})"", ""('SeekableUnicodeStreamReader.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})"", ""('SeekableUnicodeStreamReader.read', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})""]",[]
readline(size=None),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('SeekableUnicodeStreamReader.readline', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})"", ""('SeekableUnicodeStreamReader.readline', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})"", ""('SeekableUnicodeStreamReader.readline', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})"", ""('SeekableUnicodeStreamReader.readline', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['size']})""]",[]
"readlines(sizehint=None, keepends=True)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('SeekableUnicodeStreamReader.readlines', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['keepends', 'sizehint']})"", ""('SeekableUnicodeStreamReader.readlines', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['keepends', 'sizehint']})"", ""('SeekableUnicodeStreamReader.readlines', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['keepends', 'sizehint']})"", ""('SeekableUnicodeStreamReader.readlines', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': [], 'opt_args': ['keepends', 'sizehint']})""]",[]
"seek(offset, whence=0)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('SeekableUnicodeStreamReader.seek', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': ['whence']})"", ""('SeekableUnicodeStreamReader.seek', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': ['whence']})"", ""('SeekableUnicodeStreamReader.seek', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': ['whence']})"", ""('SeekableUnicodeStreamReader.seek', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['offset'], 'opt_args': ['whence']})""]",[]
tell(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
xreadlines(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
nltk.data.clear_cache(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
"nltk.data.find(resource_name, paths=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.find', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_name'], 'opt_args': ['paths']})"", ""('nltk.find', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_name'], 'opt_args': ['paths']})"", ""('nltk.find', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_name'], 'opt_args': ['paths']})"", ""('nltk.find', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_name'], 'opt_args': ['paths']})""]",[]
"nltk.data.load(resource_url, format='auto', cache=True, verbose=False, logic_parser=None, fstruct_reader=None, encoding=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.load', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['encoding', 'fstruct_reader', 'logic_parser', 'verbose', 'cache', 'format']})"", ""('nltk.load', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['encoding', 'fstruct_reader', 'logic_parser', 'verbose', 'cache', 'format']})"", ""('nltk.load', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['encoding', 'fstruct_reader', 'logic_parser', 'verbose', 'cache', 'format']})"", ""('nltk.load', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['encoding', 'fstruct_reader', 'logic_parser', 'verbose', 'cache', 'format']})""]",[]
"nltk.data.retrieve(resource_url, filename=None, verbose=True)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.retrieve', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['verbose', 'filename']})"", ""('nltk.retrieve', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['verbose', 'filename']})"", ""('nltk.retrieve', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['verbose', 'filename']})"", ""('nltk.retrieve', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['verbose', 'filename']})""]",[]
"nltk.data.show_cfg(resource_url, escape='##')","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.show_cfg', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['escape']})"", ""('nltk.show_cfg', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['escape']})"", ""('nltk.show_cfg', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['escape']})"", ""('nltk.show_cfg', {'source_file': 'nltk\\\\nltk\\\\data.py', 'req_args': ['resource_url'], 'opt_args': ['escape']})""]",[]
