Example,Extracted Function,Linked Function,Source File,Matched
"similar(word, num=20)","('similar', ['word', 'num'])","('Text.similar', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': ['num']})",nltk\nltk\text.py,True
vocab(),"(None, [])",N/A,N/A,False
class nltk.text.TextCollection(source),"('nltk.text.TextCollection', ['source'])","('TextCollection.__init__', ['source'])",nltk\nltk\text.py,True
idf(term),"('idf', ['term'])","('TextCollection.idf', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['term'], 'opt_args': []})",nltk\nltk\text.py,True
"tf(term, text)","('tf', ['term', 'text'])","('TextCollection.tf', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})",nltk\nltk\text.py,True
"tf_idf(term, text)","('tf_idf', ['term', 'text'])","('TextCollection.tf_idf', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})",nltk\nltk\text.py,True
class nltk.text.TokenSearcher(tokens),"('nltk.text.TokenSearcher', ['tokens'])","('TokenSearcher.__init__', ['tokens'])",nltk\nltk\text.py,True
"class nltk.toolbox.StandardFormat(filename=None, encoding=None)","('nltk.toolbox.StandardFormat', ['filename', 'encoding'])","('StandardFormat.__init__', ['encoding', 'filename'])",nltk\nltk\toolbox.py,True
"fields(strip=True, unwrap=True, encoding=None, errors='strict', unicode_fields=None)","('fields', ['strip', 'unwrap', 'encoding', 'errors', 'unicode_fields'])","[('StandardFormat.fields', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': [], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']}), ('ToolboxCorpusReader.fields', {'source_file': 'nltk\\nltk\\corpus\\reader\\toolbox.py', 'req_args': ['fileids'], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']})]",N/A,False
open(sfm_file),"('open', ['sfm_file'])","('StandardFormat.open', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['sfm_file'], 'opt_args': []})",nltk\nltk\toolbox.py,True
open_string(s),"('open_string', ['s'])","('StandardFormat.open_string', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['s'], 'opt_args': []})",nltk\nltk\toolbox.py,True
raw_fields(),"(None, [])",N/A,N/A,False
"class nltk.toolbox.ToolboxData(filename=None, encoding=None)","('nltk.toolbox.ToolboxData', ['filename', 'encoding'])",['ToolboxData.__init__'],N/A,False
"parse(grammar=None, **kwargs)","('parse', ['grammar', 'kwargs'])","('ToolboxData.parse', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': [], 'opt_args': ['grammar', 'kwargs']})",nltk\nltk\toolbox.py,True
"parse(encoding=None, errors='strict', **kwargs)","('parse', ['encoding', 'errors', 'kwargs'])","('ToolboxSettings.parse', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': [], 'opt_args': ['errors', 'encoding', 'kwargs']})",nltk\nltk\toolbox.py,True
"nltk.toolbox.add_blank_lines(tree, blanks_before, blanks_between)","('nltk.toolbox.add_blank_lines', ['tree', 'blanks_before', 'blanks_between'])","('nltk.add_blank_lines', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['blanks_between', 'blanks_before', 'tree'], 'opt_args': []})",nltk\nltk\toolbox.py,True
"nltk.toolbox.add_default_fields(elem, default_fields)","('nltk.toolbox.add_default_fields', ['elem', 'default_fields'])","('nltk.add_default_fields', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['default_fields', 'elem'], 'opt_args': []})",nltk\nltk\toolbox.py,True
nltk.toolbox.demo(),"(None, [])",N/A,N/A,False
nltk.toolbox.remove_blanks(elem),"('nltk.toolbox.remove_blanks', ['elem'])","('nltk.remove_blanks', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['elem'], 'opt_args': []})",nltk\nltk\toolbox.py,True
"nltk.toolbox.sort_fields(elem, field_orders)","('nltk.toolbox.sort_fields', ['elem', 'field_orders'])","('nltk.sort_fields', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['field_orders', 'elem'], 'opt_args': []})",nltk\nltk\toolbox.py,True
"nltk.toolbox.to_settings_string(tree, encoding=None, errors='strict', unicode_fields=None)","('nltk.toolbox.to_settings_string', ['tree', 'encoding', 'errors', 'unicode_fields'])","('nltk.to_settings_string', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['tree'], 'opt_args': ['unicode_fields', 'errors', 'encoding']})",nltk\nltk\toolbox.py,True
"nltk.toolbox.to_sfm_string(tree, encoding=None, errors='strict', unicode_fields=None)","('nltk.toolbox.to_sfm_string', ['tree', 'encoding', 'errors', 'unicode_fields'])","('nltk.to_sfm_string', {'source_file': 'nltk\\nltk\\toolbox.py', 'req_args': ['tree'], 'opt_args': ['unicode_fields', 'errors', 'encoding']})",nltk\nltk\toolbox.py,True
"class nltk.tree.ImmutableMultiParentedTree(node, children=None)","('nltk.tree.ImmutableMultiParentedTree', ['node', 'children'])",N/A,N/A,False
"class nltk.tree.ImmutableParentedTree(node, children=None)","('nltk.tree.ImmutableParentedTree', ['node', 'children'])",N/A,N/A,False
"class nltk.tree.ImmutableProbabilisticTree(node, children=None, **prob_kwargs)","('nltk.tree.ImmutableProbabilisticTree', ['node', 'children', 'prob_kwargs'])","('ImmutableProbabilisticTree.__init__', ['node', 'children', 'prob_kwargs'])",nltk\nltk\tree\immutable.py,True
classmethod convert(val),"('convert', ['val'])","[('ImmutableProbabilisticTree.convert', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': ['val', 'cls'], 'opt_args': []}), ('ProbabilisticTree.convert', {'source_file': 'nltk\\nltk\\tree\\probabilistic.py', 'req_args': ['val', 'cls'], 'opt_args': []})]",N/A,False
copy(deep=False),"('copy', ['deep'])","[('FeatStruct.copy', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': [], 'opt_args': ['deep']}), ('ImmutableProbabilisticTree.copy', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': [], 'opt_args': ['deep']}), ('ParentedTree.copy', {'source_file': 'nltk\\nltk\\tree\\parented.py', 'req_args': [], 'opt_args': ['deep']}), ('ProbabilisticTree.copy', {'source_file': 'nltk\\nltk\\tree\\probabilistic.py', 'req_args': [], 'opt_args': ['deep']}), ('Tree.copy', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['deep']})]",N/A,False
"class nltk.tree.ImmutableTree(node, children=None)","('nltk.tree.ImmutableTree', ['node', 'children'])","('ImmutableTree.__init__', ['node', 'children'])",nltk\nltk\tree\immutable.py,True
append(v),"('append', ['v'])","('ImmutableTree.append', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': ['v'], 'opt_args': []})",nltk\nltk\tree\immutable.py,True
extend(v),"('extend', ['v'])","('ImmutableTree.extend', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': ['v'], 'opt_args': []})",nltk\nltk\tree\immutable.py,True
pop(v=None),"('pop', ['v'])","('ImmutableTree.pop', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': [], 'opt_args': ['v']})",nltk\nltk\tree\immutable.py,True
remove(v),"('remove', ['v'])","('ImmutableTree.remove', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': ['v'], 'opt_args': []})",nltk\nltk\tree\immutable.py,True
reverse(),"(None, [])",N/A,N/A,False
set_label(value),"('set_label', ['value'])","('ImmutableTree.set_label', {'source_file': 'nltk\\nltk\\tree\\immutable.py', 'req_args': ['value'], 'opt_args': []})",nltk\nltk\tree\immutable.py,True
sort(),"(None, [])",N/A,N/A,False
"class nltk.tree.MultiParentedTree(node, children=None)","('nltk.tree.MultiParentedTree', ['node', 'children'])","('MultiParentedTree.__init__', ['node', 'children'])",nltk\nltk\tree\parented.py,True
left_siblings(),"(None, [])",N/A,N/A,False
parent_indices(parent),"('parent_indices', ['parent'])","('MultiParentedTree.parent_indices', {'source_file': 'nltk\\nltk\\tree\\parented.py', 'req_args': ['parent'], 'opt_args': []})",nltk\nltk\tree\parented.py,True
parents(),"(None, [])",N/A,N/A,False
right_siblings(),"(None, [])",N/A,N/A,False
roots(),"(None, [])",N/A,N/A,False
treepositions(root),"('treepositions', ['root'])","('MultiParentedTree.treepositions', {'source_file': 'nltk\\nltk\\tree\\parented.py', 'req_args': ['root'], 'opt_args': []})",nltk\nltk\tree\parented.py,True
"class nltk.tree.ParentedTree(node, children=None)","('nltk.tree.ParentedTree', ['node', 'children'])","('ParentedTree.__init__', ['node', 'children'])",nltk\nltk\tree\parented.py,True
left_sibling(),"(None, [])",N/A,N/A,False
parent(),"(None, [])",N/A,N/A,False
parent_index(),"(None, [])",N/A,N/A,False
right_sibling(),"(None, [])",N/A,N/A,False
root(),"(None, [])",N/A,N/A,False
treeposition(),"(None, [])",N/A,N/A,False
class nltk.tree.ProbabilisticMixIn(**kwargs),"('nltk.tree.ProbabilisticMixIn', ['kwargs'])","('ProbabilisticMixIn.__init__', ['kwargs'])",nltk\nltk\probability.py,True
"class nltk.tree.ProbabilisticTree(node, children=None, **prob_kwargs)","('nltk.tree.ProbabilisticTree', ['node', 'children', 'prob_kwargs'])","('ProbabilisticTree.__init__', ['node', 'children', 'prob_kwargs'])",nltk\nltk\tree\probabilistic.py,True
"class nltk.tree.Tree(node, children=None)","('nltk.tree.Tree', ['node', 'children'])","('Tree.__init__', ['node', 'children'])",nltk\nltk\tree\tree.py,True
"Tree(label, children) constructs a new tree with the","(None, [])",N/A,N/A,False
"chomsky_normal_form(factor='right', horzMarkov=None, vertMarkov=0, childChar='|', parentChar='^')","('chomsky_normal_form', ['factor', 'horzMarkov', 'vertMarkov', 'childChar', 'parentChar'])","[('nltk.chomsky_normal_form', {'source_file': 'nltk\\nltk\\tree\\transforms.py', 'req_args': ['tree'], 'opt_args': ['parentChar', 'childChar', 'vertMarkov', 'horzMarkov', 'factor']}), ('Tree.chomsky_normal_form', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['parentChar', 'childChar', 'vertMarkov', 'horzMarkov', 'factor']})]",N/A,False
"collapse_unary(collapsePOS=False, collapseRoot=False, joinChar='+')","('collapse_unary', ['collapsePOS', 'collapseRoot', 'joinChar'])","[('nltk.collapse_unary', {'source_file': 'nltk\\nltk\\tree\\transforms.py', 'req_args': ['tree'], 'opt_args': ['joinChar', 'collapseRoot', 'collapsePOS']}), ('Tree.collapse_unary', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['joinChar', 'collapseRoot', 'collapsePOS']})]",N/A,False
classmethod convert(tree),"('convert', ['tree'])","('Tree.convert', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': ['tree', 'cls'], 'opt_args': []})",nltk\nltk\tree\tree.py,True
draw(),"(None, [])",N/A,N/A,False
flatten(),"(None, [])",N/A,N/A,False
freeze(leaf_freezer=None),"('freeze', ['leaf_freezer'])","('Tree.freeze', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['leaf_freezer']})",nltk\nltk\tree\tree.py,True
classmethod fromlist(l),"('fromlist', ['l'])","('Tree.fromlist', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': ['l', 'cls'], 'opt_args': []})",nltk\nltk\tree\tree.py,True
"classmethod fromstring(s, brackets='()', read_node=None, read_leaf=None, node_pattern=None, leaf_pattern=None, remove_empty_top_bracketing=False)","('fromstring', ['s', 'brackets', 'read_node', 'read_leaf', 'node_pattern', 'leaf_pattern', 'remove_empty_top_bracketing'])","('Tree.fromstring', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': ['s', 'cls'], 'opt_args': ['remove_empty_top_bracketing', 'leaf_pattern', 'node_pattern', 'read_leaf', 'read_node', 'brackets']})",nltk\nltk\tree\tree.py,True
height(),"(None, [])",N/A,N/A,False
label(),"(None, [])",N/A,N/A,False
leaf_treeposition(index),"('leaf_treeposition', ['index'])","('Tree.leaf_treeposition', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': ['index'], 'opt_args': []})",nltk\nltk\tree\tree.py,True
leaves(),"(None, [])",N/A,N/A,False
"pformat(margin=70, indent=0, nodesep='', parens='()', quotes=False)","('pformat', ['margin', 'indent', 'nodesep', 'parens', 'quotes'])","('Tree.pformat', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['quotes', 'parens', 'nodesep', 'indent', 'margin']})",nltk\nltk\tree\tree.py,True
pformat_latex_qtree(),"(None, [])",N/A,N/A,False
pos(),"(None, [])",N/A,N/A,False
pprint(**kwargs),"('pprint', ['kwargs'])","('Tree.pprint', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['kwargs']})",nltk\nltk\tree\tree.py,True
"pretty_print(sentence=None, highlight=(), stream=None, **kwargs)","('pretty_print', ['sentence', 'highlight', 'stream', 'kwargs'])","('Tree.pretty_print', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['stream', 'highlight', 'sentence', 'kwargs']})",nltk\nltk\tree\tree.py,True
productions(),"(None, [])",N/A,N/A,False
set_label(label),"('set_label', ['label'])","[('TreeSegmentWidget.set_label', {'source_file': 'nltk\\nltk\\draw\\tree.py', 'req_args': ['label'], 'opt_args': []}), ('Tree.set_label', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': ['label'], 'opt_args': []})]",N/A,False
subtrees(filter=None),"('subtrees', ['filter'])","('Tree.subtrees', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['filter']})",nltk\nltk\tree\tree.py,True
"treeposition_spanning_leaves(start, end)","('treeposition_spanning_leaves', ['start', 'end'])","('Tree.treeposition_spanning_leaves', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': ['end', 'start'], 'opt_args': []})",nltk\nltk\tree\tree.py,True
treepositions(order='preorder'),"('treepositions', ['order'])","('Tree.treepositions', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['order']})",nltk\nltk\tree\tree.py,True
"un_chomsky_normal_form(expandUnary=True, childChar='|', parentChar='^', unaryChar='+')","('un_chomsky_normal_form', ['expandUnary', 'childChar', 'parentChar', 'unaryChar'])","[('nltk.un_chomsky_normal_form', {'source_file': 'nltk\\nltk\\tree\\transforms.py', 'req_args': ['tree'], 'opt_args': ['unaryChar', 'parentChar', 'childChar', 'expandUnary']}), ('Tree.un_chomsky_normal_form', {'source_file': 'nltk\\nltk\\tree\\tree.py', 'req_args': [], 'opt_args': ['unaryChar', 'parentChar', 'childChar', 'expandUnary']})]",N/A,False
nltk.tree.bracket_parse(s),"('nltk.tree.bracket_parse', ['s'])","('nltk.bracket_parse', {'source_file': 'nltk\\nltk\\tree\\parsing.py', 'req_args': ['s'], 'opt_args': []})",nltk\nltk\tree\parsing.py,True
nltk.tree.sinica_parse(s),"('nltk.tree.sinica_parse', ['s'])","('nltk.sinica_parse', {'source_file': 'nltk\\nltk\\tree\\parsing.py', 'req_args': ['s'], 'opt_args': []})",nltk\nltk\tree\parsing.py,True
"nltk.treetransforms.chomsky_normal_form(tree, factor='right', horzMarkov=None, vertMarkov=0, childChar='|', parentChar='^')","('nltk.treetransforms.chomsky_normal_form', ['tree', 'factor', 'horzMarkov', 'vertMarkov', 'childChar', 'parentChar'])","('nltk.chomsky_normal_form', {'source_file': 'nltk\\nltk\\tree\\transforms.py', 'req_args': ['tree'], 'opt_args': ['parentChar', 'childChar', 'vertMarkov', 'horzMarkov', 'factor']})",nltk\nltk\tree\transforms.py,True
"nltk.treetransforms.collapse_unary(tree, collapsePOS=False, collapseRoot=False, joinChar='+')","('nltk.treetransforms.collapse_unary', ['tree', 'collapsePOS', 'collapseRoot', 'joinChar'])","('nltk.collapse_unary', {'source_file': 'nltk\\nltk\\tree\\transforms.py', 'req_args': ['tree'], 'opt_args': ['joinChar', 'collapseRoot', 'collapsePOS']})",nltk\nltk\tree\transforms.py,True
"nltk.treetransforms.un_chomsky_normal_form(tree, expandUnary=True, childChar='|', parentChar='^', unaryChar='+')","('nltk.treetransforms.un_chomsky_normal_form', ['tree', 'expandUnary', 'childChar', 'parentChar', 'unaryChar'])","('nltk.un_chomsky_normal_form', {'source_file': 'nltk\\nltk\\tree\\transforms.py', 'req_args': ['tree'], 'opt_args': ['unaryChar', 'parentChar', 'childChar', 'expandUnary']})",nltk\nltk\tree\transforms.py,True
class nltk.util.Index(pairs),"('nltk.util.Index', ['pairs'])","('Index.__init__', ['pairs'])",nltk\nltk\util.py,True
"nltk.util.acyclic_branches_depth_first(tree, children= function iter>, depth=-1, cut_mark=None, traversed=None)","(None, [])",N/A,N/A,False
"nltk.util.acyclic_breadth_first(tree, children= function iter>, maxdepth=-1)","(None, [])",N/A,N/A,False
"nltk.util.acyclic_depth_first(tree, children= function iter>, depth=-1, cut_mark=None, traversed=None)","(None, [])",N/A,N/A,False
"nltk.util.acyclic_dic2tree(node, dic)","('nltk.util.acyclic_dic2tree', ['node', 'dic'])","('nltk.acyclic_dic2tree', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['dic', 'node'], 'opt_args': []})",nltk\nltk\util.py,True
"nltk.util.bigrams(sequence, **kwargs)","('nltk.util.bigrams', ['sequence', 'kwargs'])","('nltk.bigrams', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['sequence'], 'opt_args': ['kwargs']})",nltk\nltk\util.py,True
"nltk.util.binary_search_file(file, key, cache={}, cacheDepth=- 1)","('nltk.util.binary_search_file', ['file', 'key', 'cache', 'cacheDepth'])","('nltk.binary_search_file', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['key', 'file'], 'opt_args': ['cacheDepth', 'cache']})",nltk\nltk\util.py,True
"nltk.util.breadth_first(tree, children= function iter>, maxdepth=-1)","(None, [])",N/A,N/A,False
"nltk.util.choose(n, k)","('nltk.util.choose', ['n', 'k'])","('nltk.choose', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['k', 'n'], 'opt_args': []})",nltk\nltk\util.py,True
nltk.util.clean_html(html),"('nltk.util.clean_html', ['html'])","('nltk.clean_html', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['html'], 'opt_args': []})",nltk\nltk\util.py,True
nltk.util.clean_url(url),"('nltk.util.clean_url', ['url'])","('nltk.clean_url', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['url'], 'opt_args': []})",nltk\nltk\util.py,True
"nltk.util.elementtree_indent(elem, level=0)","('nltk.util.elementtree_indent', ['elem', 'level'])","('nltk.elementtree_indent', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['elem'], 'opt_args': ['level']})",nltk\nltk\util.py,True
"nltk.util.everygrams(sequence, min_len=1, max_len=- 1, pad_left=False, pad_right=False, **kwargs)","('nltk.util.everygrams', ['sequence', 'min_len', 'max_len', 'pad_left', 'pad_right', 'kwargs'])","('nltk.everygrams', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['sequence'], 'opt_args': ['pad_right', 'pad_left', 'max_len', 'min_len', 'kwargs']})",nltk\nltk\util.py,True
nltk.util.filestring(f),"('nltk.util.filestring', ['f'])","('nltk.filestring', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['f'], 'opt_args': []})",nltk\nltk\util.py,True
nltk.util.flatten(*args),"('nltk.util.flatten', ['args'])",N/A,N/A,False
nltk.util.guess_encoding(data),"('nltk.util.guess_encoding', ['data'])","('nltk.guess_encoding', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['data'], 'opt_args': []})",nltk\nltk\util.py,True
nltk.util.in_idle(),"(None, [])",N/A,N/A,False
nltk.util.invert_dict(d),"('nltk.util.invert_dict', ['d'])","('nltk.invert_dict', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['d'], 'opt_args': []})",nltk\nltk\util.py,True
nltk.util.invert_graph(graph),"('nltk.util.invert_graph', ['graph'])","('nltk.invert_graph', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['graph'], 'opt_args': []})",nltk\nltk\util.py,True
"nltk.util.ngrams(sequence, n, **kwargs)","('nltk.util.ngrams', ['sequence', 'n', 'kwargs'])","('nltk.ngrams', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['kwargs']})",nltk\nltk\util.py,True
"nltk.util.pad_sequence(sequence, n, pad_left=False, pad_right=False, left_pad_symbol=None, right_pad_symbol=None)","('nltk.util.pad_sequence', ['sequence', 'n', 'pad_left', 'pad_right', 'left_pad_symbol', 'right_pad_symbol'])","('nltk.pad_sequence', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['right_pad_symbol', 'left_pad_symbol', 'pad_right', 'pad_left']})",nltk\nltk\util.py,True
nltk.util.pairwise(iterable),"('nltk.util.pairwise', ['iterable'])","('nltk.pairwise', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['iterable'], 'opt_args': []})",nltk\nltk\util.py,True
"nltk.util.parallelize_preprocess(func, iterator, processes, progress_bar=False)","('nltk.util.parallelize_preprocess', ['func', 'iterator', 'processes', 'progress_bar'])","('nltk.parallelize_preprocess', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['processes', 'iterator', 'func'], 'opt_args': ['progress_bar']})",nltk\nltk\util.py,True
"nltk.util.pr(data, start=0, end=None)","('nltk.util.pr', ['data', 'start', 'end'])","('nltk.pr', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['data'], 'opt_args': ['end', 'start']})",nltk\nltk\util.py,True
"nltk.util.print_string(s, width=70)","('nltk.util.print_string', ['s', 'width'])","('nltk.print_string', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['s'], 'opt_args': ['width']})",nltk\nltk\util.py,True
nltk.util.py25(),"(None, [])",N/A,N/A,False
"nltk.util.re_show(regexp, string, left='{', right='}')","('nltk.util.re_show', ['regexp', 'string', 'left', 'right'])","('nltk.re_show', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['string', 'regexp'], 'opt_args': ['right', 'left']})",nltk\nltk\util.py,True
"nltk.util.set_proxy(proxy, user=None, password='')","('nltk.util.set_proxy', ['proxy', 'user', 'password'])","('nltk.set_proxy', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['proxy'], 'opt_args': ['password', 'user']})",nltk\nltk\util.py,True
"nltk.util.skipgrams(sequence, n, k, **kwargs)","('nltk.util.skipgrams', ['sequence', 'n', 'k', 'kwargs'])","('nltk.skipgrams', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['k', 'n', 'sequence'], 'opt_args': ['kwargs']})",nltk\nltk\util.py,True
"nltk.util.tokenwrap(tokens, separator=' ', width=70)","('nltk.util.tokenwrap', ['tokens', 'separator', 'width'])","('nltk.tokenwrap', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['tokens'], 'opt_args': ['width', 'separator']})",nltk\nltk\util.py,True
"nltk.util.transitive_closure(graph, reflexive=False)","('nltk.util.transitive_closure', ['graph', 'reflexive'])","('nltk.transitive_closure', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['graph'], 'opt_args': ['reflexive']})",nltk\nltk\util.py,True
"nltk.util.trigrams(sequence, **kwargs)","('nltk.util.trigrams', ['sequence', 'kwargs'])","('nltk.trigrams', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['sequence'], 'opt_args': ['kwargs']})",nltk\nltk\util.py,True
nltk.util.unique_list(xs),"('nltk.util.unique_list', ['xs'])","('nltk.unique_list', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['xs'], 'opt_args': []})",nltk\nltk\util.py,True
"nltk.util.unweighted_minimum_spanning_tree(tree, children= function iter>)","(None, [])",N/A,N/A,False
"nltk.util.usage(obj, selfname='self')","('nltk.util.usage', ['obj', 'selfname'])",N/A,N/A,False
"nltk.wsd.lesk(context_sentence, ambiguous_word, pos=None, synsets=None)","('nltk.wsd.lesk', ['context_sentence', 'ambiguous_word', 'pos', 'synsets'])","('nltk.lesk', {'source_file': 'nltk\\nltk\\wsd.py', 'req_args': ['ambiguous_word', 'context_sentence'], 'opt_args': ['synsets', 'pos']})",nltk\nltk\wsd.py,True
load(),"(None, [])",N/A,N/A,False
retrieve(),"(None, [])",N/A,N/A,False
write(),"(None, [])",N/A,N/A,False
writestr(),"(None, [])",N/A,N/A,False
seek(),"(None, [])",N/A,N/A,False
readline(),"(None, [])",N/A,N/A,False
read(),"(None, [])",N/A,N/A,False
find(),"(None, [])",N/A,N/A,False
download(),"(None, [])",N/A,N/A,False
Downloader.default_download_dir(),"(None, [])",N/A,N/A,False
_package_to_columns(),"(None, [])",N/A,N/A,False
unify(),"(None, [])",N/A,N/A,False
"fstruct[(f1,f2,...,fn)]","(None, [])",N/A,N/A,False
equal_values(),"(None, [])",N/A,N/A,False
nltk.featstruct.rename_variables(),"(None, [])",N/A,N/A,False
nltk.featstruct.retract_bindings(),"(None, [])",N/A,N/A,False
nltk.featstruct.substitute_bindings(),"(None, [])",N/A,N/A,False
nltk.featstruct.find_variables(),"(None, [])",N/A,N/A,False
"(string, position)","(None, [])",N/A,N/A,False
"(nonterminal, position)","(None, [])",N/A,N/A,False
FreqDist.N(),"(None, [])",N/A,N/A,False
FreqDist.B(),"(None, [])",N/A,N/A,False
bins-self.B(),"(None, [])",N/A,N/A,False
self.B(),"(None, [])",N/A,N/A,False
Counter.setdefault(),"(None, [])",N/A,N/A,False
Counter.update(),"(None, [])",N/A,N/A,False
2**(logprob),"(None, [])",N/A,N/A,False
c+gamma)/(N+B*gamma),"(None, [])",N/A,N/A,False
self.prob(samp),"('self.prob', ['samp'])",N/A,N/A,False
log(p),"('log', ['p'])",N/A,N/A,False
log(2**(logx)+2**(logy)),"(None, [])",N/A,N/A,False
findall(),"(None, [])",N/A,N/A,False
"(marker, value)","(None, [])",N/A,N/A,False
fields(),"(None, [])",N/A,N/A,False
decode(),"(None, [])",N/A,N/A,False
StandardFormat.fields(),"(None, [])",N/A,N/A,False
encode(),"(None, [])",N/A,N/A,False
parent_indices(),"(None, [])",N/A,N/A,False
ptree.parent()[ptree.parent_index()] is ptree,"(None, [])",N/A,N/A,False
ptree.parent_index(),"(None, [])",N/A,N/A,False
ptree.parent.index(ptree),"('ptree.parent.index', ['ptree'])",['Index'],N/A,False
ptree.parent(),"(None, [])",N/A,N/A,False
(),"(None, [])",N/A,N/A,False
"Tree(label, children)","('Tree', ['label', 'children'])","('Tree.__init__', ['node', 'children'])",nltk\nltk\tree\tree.py,True
Tree.fromstring(s),"('Tree.fromstring', ['s'])","('Tree.fromstring', ['s', 'cls', 'remove_empty_top_bracketing', 'leaf_pattern', 'node_pattern', 'read_leaf', 'read_node', 'brackets'])",nltk\nltk\tree\tree.py,True
tp=self.leaf_treeposition(i),"('self.leaf_treeposition', ['i'])",N/A,N/A,False
self[tp]==self.leaves()[i],"(None, [])",N/A,N/A,False
(S: (NP: I) (VP: (V: saw) (NP: it))),"(None, [])",N/A,N/A,False
self.leaves()[start:end],"(None, [])",N/A,N/A,False
"(decoded_unicode, successful_encoding)","(None, [])",N/A,N/A,False
