"An edge is incomplete if its structure is partially
consistent with the sentence.  For every incomplete edge, the
span specifies a possible prefix for the edge’s structure.",,specify possible prefix for structure
"A TreeEdge records which trees have been found to
be (partially) consistent with the text.",,find trees
"The EdgeI interface provides a common interface to both types
of edge, allowing chart parsers to treat them in a uniform manner.",,provide common interface to types
"Return this edge’s dot position, which indicates how much of
the hypothesized structure is consistent with the
sentence.  In particular, self.rhs[:dot] is consistent
with tokens[self.start():self.end()].",,return dot position
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,return left-hand side
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,specify kind of structure
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,specify left-hand side of structure
"Return the element of this edge’s right-hand side that
immediately follows its dot.",,return element of right-hand side
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,return right-hand side
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,specify content of structure
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,specify right-hand side of structure
"Return a tuple (s, e), where tokens[s:e] is the
portion of the sentence that is consistent with this
edge’s structure.",,return tuple
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A leaf, specifying the word’s content.",,specify word
"Return this edge’s dot position, which indicates how much of
the hypothesized structure is consistent with the
sentence.  In particular, self.rhs[:dot] is consistent
with tokens[self.start():self.end()].",,return dot position
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,return left-hand side
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,specify kind of structure
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,specify left-hand side of structure
"Return the element of this edge’s right-hand side that
immediately follows its dot.",,return element of right-hand side
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,return right-hand side
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,specify content of structure
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,specify right-hand side of structure
"Return a tuple (s, e), where tokens[s:e] is the
portion of the sentence that is consistent with this
edge’s structure.",,return tuple
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A rule that joins a given edge with adjacent edges in the chart,
to form combined edges.  In particular, this rule specifies that
either of the edges:",,specify  of edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A ChartParser that allows you to step through the parsing
process, adding a single edge at a time.  It also allows you to
change the parser’s strategy or grammar midway through parsing a
text.",,add single edge at time
"A ChartParser that allows you to step through the parsing
process, adding a single edge at a time.  It also allows you to
change the parser’s strategy or grammar midway through parsing a
text.",,change strategy
"A ChartParser that allows you to step through the parsing
process, adding a single edge at a time.  It also allows you to
change the parser’s strategy or grammar midway through parsing a
text.",,change grammar
"The initialize method is used to start parsing a text.  step
adds a single edge to the chart.  set_strategy changes the
strategy used by the chart parser.  parses returns the set of
parses that has been found by the chart parser.",,use initialize method
"The initialize method is used to start parsing a text.  step
adds a single edge to the chart.  set_strategy changes the
strategy used by the chart parser.  parses returns the set of
parses that has been found by the chart parser.",,add single edge to chart
"The initialize method is used to start parsing a text.  step
adds a single edge to the chart.  set_strategy changes the
strategy used by the chart parser.  parses returns the set of
parses that has been found by the chart parser.",,change strategy
"The initialize method is used to start parsing a text.  step
adds a single edge to the chart.  set_strategy changes the
strategy used by the chart parser.  parses returns the set of
parses that has been found by the chart parser.",,return set of parses
"The initialize method is used to start parsing a text.  step
adds a single edge to the chart.  set_strategy changes the
strategy used by the chart parser.  parses returns the set of
parses that has been found by the chart parser.",,find parses
"_restart – Records whether the parser’s strategy, grammar,
or chart has been changed.  If so, then step must restart
the parsing algorithm.",,change strategy
"_restart – Records whether the parser’s strategy, grammar,
or chart has been changed.  If so, then step must restart
the parsing algorithm.",,change chart
"_restart – Records whether the parser’s strategy, grammar,
or chart has been changed.  If so, then step must restart
the parsing algorithm.",,restart parsing algorithm
Return the grammar used by this parser.,,use  by parser
"Change the strategy that the parser uses to decide which edges
to add to the chart.",,change strategy
"Change the strategy that the parser uses to decide which edges
to add to the chart.",,add  to chart
"strategy (list(ChartRuleI)) – A list of rules that should be used to decide
what edges to add to the chart.",,add  to chart
"strategy (list(ChartRuleI)) – A list of rules that should be used to decide
what edges to add to the chart.",,use rules
"Return a generator that adds edges to the chart, one at a
time.  Each time the generator is resumed, it adds a single
edge and yields that edge.  If no more edges can be added,
then it yields None.",,add edges to chart
"Return a generator that adds edges to the chart, one at a
time.  Each time the generator is resumed, it adds a single
edge and yields that edge.  If no more edges can be added,
then it yields None.",,add single edge
"Return a generator that adds edges to the chart, one at a
time.  Each time the generator is resumed, it adds a single
edge and yields that edge.  If no more edges can be added,
then it yields None.",,add more edges
"If the parser’s strategy, grammar, or chart is changed, then
the generator will continue adding edges using the new
strategy, grammar, or chart.",,add edges
"If the parser’s strategy, grammar, or chart is changed, then
the generator will continue adding edges using the new
strategy, grammar, or chart.",,use new strategy
"If the parser’s strategy, grammar, or chart is changed, then
the generator will continue adding edges using the new
strategy, grammar, or chart.",,use grammar
"If the parser’s strategy, grammar, or chart is changed, then
the generator will continue adding edges using the new
strategy, grammar, or chart.",,use chart
"If the parser’s strategy, grammar, or chart is changed, then
the generator will continue adding edges using the new
strategy, grammar, or chart.",,change strategy
"If the parser’s strategy, grammar, or chart is changed, then
the generator will continue adding edges using the new
strategy, grammar, or chart.",,change chart
"Note that this generator never terminates, since the grammar
or strategy might be changed to values that would add new
edges.  Instead, it yields None when no more edges can be
added with the current strategy and grammar.",,add new edges
"Note that this generator never terminates, since the grammar
or strategy might be changed to values that would add new
edges.  Instead, it yields None when no more edges can be
added with the current strategy and grammar.",,add values
"Note that this generator never terminates, since the grammar
or strategy might be changed to values that would add new
edges.  Instead, it yields None when no more edges can be
added with the current strategy and grammar.",,change grammar to values
"Note that this generator never terminates, since the grammar
or strategy might be changed to values that would add new
edges.  Instead, it yields None when no more edges can be
added with the current strategy and grammar.",,change strategy to values
"Note that this generator never terminates, since the grammar
or strategy might be changed to values that would add new
edges.  Instead, it yields None when no more edges can be
added with the current strategy and grammar.",,add more edges with current strategy
"Note that this generator never terminates, since the grammar
or strategy might be changed to values that would add new
edges.  Instead, it yields None when no more edges can be
added with the current strategy and grammar.",,add more edges with grammar
"A ChartParser using a top-down parsing strategy.
See ChartParser for more information.",,use top-down parsing strategy
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A left-hand side, specifying the hypothesized tree’s node
value.",,specify hypothesized tree
"A right-hand side, specifying the hypothesized tree’s
children.  Each element of the right-hand side is either a
terminal, specifying a token with that terminal as its leaf
value; or a nonterminal, specifying a subtree with that
nonterminal’s symbol as its node value.",,specify hypothesized tree
"A right-hand side, specifying the hypothesized tree’s
children.  Each element of the right-hand side is either a
terminal, specifying a token with that terminal as its leaf
value; or a nonterminal, specifying a subtree with that
nonterminal’s symbol as its node value.",,specify  with terminal
"A right-hand side, specifying the hypothesized tree’s
children.  Each element of the right-hand side is either a
terminal, specifying a token with that terminal as its leaf
value; or a nonterminal, specifying a subtree with that
nonterminal’s symbol as its node value.",,specify  with nonterminal
"A right-hand side, specifying the hypothesized tree’s
children.  Each element of the right-hand side is either a
terminal, specifying a token with that terminal as its leaf
value; or a nonterminal, specifying a subtree with that
nonterminal’s symbol as its node value.",,specify subtree with symbol
"Return this edge’s dot position, which indicates how much of
the hypothesized structure is consistent with the
sentence.  In particular, self.rhs[:dot] is consistent
with tokens[self.start():self.end()].",,return dot position
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,return left-hand side
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,specify kind of structure
"Return this edge’s left-hand side, which specifies what kind
of structure is hypothesized by this edge.",,specify left-hand side of structure
"Return a new TreeEdge formed from this edge.
The new edge’s dot position is increased by 1,
and its end index will be replaced by new_end.",,replace end index
"Return the element of this edge’s right-hand side that
immediately follows its dot.",,return element of right-hand side
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,return right-hand side
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,specify content of structure
"Return this edge’s right-hand side, which specifies
the content of the structure hypothesized by this edge.",,specify right-hand side of structure
"Return a tuple (s, e), where tokens[s:e] is the
portion of the sentence that is consistent with this
edge’s structure.",,return tuple
"Tools for reading and writing dependency trees.
The input is assumed to be in Malt-TAB format
(http://stp.lingfil.uu.se/~nivre/research/MaltXML.html).",,read dependency trees
"Tools for reading and writing dependency trees.
The input is assumed to be in Malt-TAB format
(http://stp.lingfil.uu.se/~nivre/research/MaltXML.html).",,write dependency trees
"Adds an arc from the node specified by head_address to the
node specified by the mod address.",,add arc from node
"Adds an arc from the node specified by head_address to the
node specified by the mod address.",,specify  to node
"Fully connects all non-root nodes.  All nodes are set to be dependents
of the root node.",,set nodes
"Returns true if the graph contains a node with the given node
address, false otherwise.",,return true
"Returns the number of left children under the node specified
by the given address.",,return number of left children
"Returns the number of left children under the node specified
by the given address.",,return number under node
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,split cells
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify top relation for examlple
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify top relation for root
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify top relation for null
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify top relation for top
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify label for examlple
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify label for root
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify label for null
"rather than 1 (as produced by, e.g., zpar)
:param str cell_separator: the cell separator. If not provided, cells
are split by whitespace.
:param str top_relation_label: the label by which the top relation is
identified, for examlple, ROOT, null or TOP.",,identify label for top
"Removes the node with the given address.  References
to this node in others will still exist.",,remove node with given address
"Returns the number of right children under the node specified
by the given address.",,return number of right children
"Returns the number of right children under the node specified
by the given address.",,return number under node
"style (int) – the style to use for the format (3, 4, 10 columns)",,use  for format
"Starting with the root node, build a dependency tree using the NLTK
Tree constructor. Dependency labels are omitted.",,use nltk tree constructor
"Starting with the root node, build a dependency tree using the NLTK
Tree constructor. Dependency labels are omitted.",,omit dependency labels
"A demonstration of how to read a string representation of
a CoNLL format dependency tree.",,read string representation of conll format
"A demonstration of the result of reading a dependency
version of the first sentence of the Penn Treebank.",,read dependency version of first sentence
"Data classes and parser implementations for incremental chart
parsers, which use dynamic programming to efficiently parse a text.
A “chart parser” derives parse trees for a text by iteratively adding
“edges” to a “chart”.  Each “edge” represents a hypothesis about the tree
structure for a subsequence of the text.  The “chart” is a
“blackboard” for composing and combining these hypotheses.",,use dynamic programming
"Data classes and parser implementations for incremental chart
parsers, which use dynamic programming to efficiently parse a text.
A “chart parser” derives parse trees for a text by iteratively adding
“edges” to a “chart”.  Each “edge” represents a hypothesis about the tree
structure for a subsequence of the text.  The “chart” is a
“blackboard” for composing and combining these hypotheses.",,use incremental chart parsers
"Data classes and parser implementations for incremental chart
parsers, which use dynamic programming to efficiently parse a text.
A “chart parser” derives parse trees for a text by iteratively adding
“edges” to a “chart”.  Each “edge” represents a hypothesis about the tree
structure for a subsequence of the text.  The “chart” is a
“blackboard” for composing and combining these hypotheses.",,add edges to chart
"Data classes and parser implementations for incremental chart
parsers, which use dynamic programming to efficiently parse a text.
A “chart parser” derives parse trees for a text by iteratively adding
“edges” to a “chart”.  Each “edge” represents a hypothesis about the tree
structure for a subsequence of the text.  The “chart” is a
“blackboard” for composing and combining these hypotheses.",,compose hypotheses
"Data classes and parser implementations for incremental chart
parsers, which use dynamic programming to efficiently parse a text.
A “chart parser” derives parse trees for a text by iteratively adding
“edges” to a “chart”.  Each “edge” represents a hypothesis about the tree
structure for a subsequence of the text.  The “chart” is a
“blackboard” for composing and combining these hypotheses.",,combine hypotheses
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Returns an iterator over the edges in this chart.
See Chart.select for more information about the
restrictions on the edges.",,return iterator over edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Return a list of all edges in this chart.  New edges
that are added to the chart after the call to edges()
will not be contained in this list.",,add new edges to chart
"Return a list of all edges in this chart.  New edges
that are added to the chart after the call to edges()
will not be contained in this list.",,add new edges to edges()
"Return a list of all edges in this chart.  New edges
that are added to the chart after the call to edges()
will not be contained in this list.",,add new edges after call
"Return an iterator over the edges in this chart.  It is
not guaranteed that new edges which are added to the
chart before the iterator is exhausted will also be generated.",,add new edges to chart
"Return an iterator over the edges in this chart.  It is
not guaranteed that new edges which are added to the
chart before the iterator is exhausted will also be generated.",,generate new edges
"Return an iterator over the edges in this chart.  Any
new edges that are added to the chart before the iterator
is exahusted will also be generated.  restrictions
can be used to restrict the set of edges that will be
generated.",,add new edges to chart
"Return an iterator over the edges in this chart.  Any
new edges that are added to the chart before the iterator
is exahusted will also be generated.  restrictions
can be used to restrict the set of edges that will be
generated.",,generate new edges
"Return an iterator over the edges in this chart.  Any
new edges that are added to the chart before the iterator
is exahusted will also be generated.  restrictions
can be used to restrict the set of edges that will be
generated.",,use restrictions
"Return an iterator over the edges in this chart.  Any
new edges that are added to the chart before the iterator
is exahusted will also be generated.  restrictions
can be used to restrict the set of edges that will be
generated.",,generate edges
"An incremental chart parser implementing Jay Earley’s
parsing algorithm:",,implement parsing algorithm
"Return the final parse Chart from which all possible
parse trees can be extracted.",,return final parse chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Class for measuring labelled and unlabelled attachment score for
dependency parsing. Note that the evaluation ignores punctuation.",,ignore punctuation
"Extension of chart parsing implementation to handle grammars with
feature structures as nodes.",,handle grammars with feature structures
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"Returns an iterator over the edges in this chart.
See Chart.select for more information about the
restrictions on the edges.",,return iterator over edges
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A specialized version of the fundamental rule that operates on
nonterminals whose symbols are FeatStructNonterminal``s.  Rather
tha simply comparing the nonterminals for equality, they are
unified.  Variable bindings from these unifications are collected
and stored in the chart using a ``FeatureTreeEdge.  When a
complete edge is generated, these bindings are applied to all
nonterminals in the edge.",,compare nonterminals for equality
"A specialized version of the fundamental rule that operates on
nonterminals whose symbols are FeatStructNonterminal``s.  Rather
tha simply comparing the nonterminals for equality, they are
unified.  Variable bindings from these unifications are collected
and stored in the chart using a ``FeatureTreeEdge.  When a
complete edge is generated, these bindings are applied to all
nonterminals in the edge.",,use featuretreeedge
"A specialized version of the fundamental rule that operates on
nonterminals whose symbols are FeatStructNonterminal``s.  Rather
tha simply comparing the nonterminals for equality, they are
unified.  Variable bindings from these unifications are collected
and stored in the chart using a ``FeatureTreeEdge.  When a
complete edge is generated, these bindings are applied to all
nonterminals in the edge.",,store variable bindings from unifications
"A specialized version of the fundamental rule that operates on
nonterminals whose symbols are FeatStructNonterminal``s.  Rather
tha simply comparing the nonterminals for equality, they are
unified.  Variable bindings from these unifications are collected
and stored in the chart using a ``FeatureTreeEdge.  When a
complete edge is generated, these bindings are applied to all
nonterminals in the edge.",,apply bindings to nonterminals
"A specialized version of the fundamental rule that operates on
nonterminals whose symbols are FeatStructNonterminal``s.  Rather
tha simply comparing the nonterminals for equality, they are
unified.  Variable bindings from these unifications are collected
and stored in the chart using a ``FeatureTreeEdge.  When a
complete edge is generated, these bindings are applied to all
nonterminals in the edge.",,generate complete edge
assuming that B1 and B2 can be unified to generate B3.,,generate b3
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A specialized version of the completer / single edge fundamental rule
that operates on nonterminals whose symbols are ``FeatStructNonterminal``s.
Rather than simply comparing the nonterminals for equality, they are
unified.",,compare nonterminals for equality
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
"A specialized version of the (cached) top down predict rule that operates
on nonterminals whose symbols are ``FeatStructNonterminal``s.  Rather
than simply comparing the nonterminals for equality, they are
unified.",,compare nonterminals for equality
The top down expand rule states that:,,expand rule states
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges at time
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add edges to chart
"Return a generator that will add edges licensed by this rule
and the given edges to the chart, one at a time.  Each
time the generator is resumed, it will either add a new
edge and yield that edge; or return.",,add new edge
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,pass edges to apply()
"edges (list(EdgeI)) – A set of existing edges.  The number of edges
that should be passed to apply() is specified by the
NUM_EDGES class variable.",,specify number of edges
